geoid,tract_2020,tract_name,total_pop_2010,black_pop_2010,pct_black_2010_percent,total_pop_2020,black_pop_2020,pct_black_2020_percent,black_pop_change,pct_black_change_pp,total_pop_2010_redistrict,black_pop_2010_redistrict,pct_black_2010_percent_redistrict,total_pop_2020_redistrict,black_pop_2020_redistrict,pct_black_2020_percent_redistrict,black_pop_change_redistrict,pct_black_change_pp_redistrict,tract_2010,n_geoid_2010_parents,tract_2010_norm,tract_2020_norm,civilian_labor_force_2010,employed_2010,in_labor_force_2010,population_16_years_and_over_2010,unemployed_2010,civilian_labor_force_2020,employed_2020,in_labor_force_2020,population_16_years_and_over_2020,unemployed_2020,no_2010_baseline,emp_change,lf_change,black_pop_change_used,pct_black_change_pp_used,z_black_disp,z_pct_black_disp,z_emp,z_lf,gri_raw,gri_z,gri_pct,gri_tier,dc_ward,quadrant,missing_gri_data
11001007000,70.0,Census Tract 70; District of Columbia; District of Columbia,2812.0,433.0,15.4,2697,333,12.35,-100.0,-3.05,2812.0,433.0,15.4,2697,333,12.35,-100.0,-3.05,70.0,1,70.0,70.0,1268.0,1108.0,1231.0,2084.0,48.0,1508.333,1294.0,1478.5,2404.0,85.0,False,186.0,247.5,-100.0,-3.05,-0.07,-0.706,-0.428,-0.232,-1.436,-0.478,0.338,Low,6,SE,False
11001007100,71.0,Census Tract 71; District of Columbia; District of Columbia,2911.0,1703.0,58.5,3218,1442,44.81,-261.0,-13.69,2911.0,1703.0,58.5,3218,1442,44.81,-261.0,-13.69,71.0,1,71.0,71.0,1376.0,957.0,1272.5,2434.0,348.0,1398.333,1062.0,1253.5,3016.0,216.0,False,105.0,-19.0,-261.0,-13.69,0.332,0.372,-0.671,-1.043,-1.01,-0.336,0.377,Low,6,SE,False
11001007201,72.01,Census Tract 72.01; District of Columbia; District of Columbia,,,,2985,541,18.12,,,,,,2985,541,18.12,,,72.01,0,72.01,72.01,,,,,,1069.667,927.0,1029.0,1473.0,43.0,True,,,,,,,,,,,,,8,SE,True
11001007202,72.02,Census Tract 72.02; District of Columbia; District of Columbia,,,,4303,449,10.43,,,,,,4303,449,10.43,,,72.02,0,72.02,72.02,,,,,,2481.667,2238.5,2319.0,3104.0,17.0,True,,,,,,,,,,,,,6,SE,True
11001007203,72.03,Census Tract 72.03; District of Columbia; District of Columbia,,,,3748,887,23.67,,,,,,3748,887,23.67,,,72.03,0,72.03,72.03,,,,,,1492.0,1284.5,1383.0,2087.0,89.0,True,,,,,,,,,,,,,8,SE,True
11001007301,73.01,Census Tract 73.01; District of Columbia; District of Columbia,3012.0,767.0,25.46,3841,551,14.35,-216.0,-11.11,3012.0,767.0,25.46,3841,551,14.35,-216.0,-11.11,73.01,1,73.01,73.01,423.0,339.5,860.5,1720.0,44.0,1049.333,872.5,1652.5,3119.0,54.0,False,533.0,792.0,-216.0,-11.11,0.219,0.111,0.615,1.426,2.371,0.789,0.825,High,8,SW,False
11001007304,73.04,Census Tract 73.04; District of Columbia; District of Columbia,3546.0,3443.0,97.1,4410,4099,92.95,656.0,-4.15,3546.0,3443.0,97.1,4410,4099,92.95,656.0,-4.15,73.04,1,73.04,73.04,1108.0,853.5,1000.5,2667.0,235.0,1535.667,1192.5,1367.5,3278.0,212.0,False,339.0,367.0,656.0,-4.15,-1.958,-0.595,0.032,0.132,-2.389,-0.795,0.234,Very Low,8,SE,False
11001007401,74.01,Census Tract 74.01; District of Columbia; District of Columbia,2414.0,2349.0,97.31,1259,1163,92.37,-1186.0,-4.94,2414.0,2349.0,97.31,1259,1163,92.37,-1186.0,-4.94,74.01,1,74.01,74.01,466.0,352.0,435.5,1467.0,105.0,539.0,299.5,502.0,1193.0,253.0,False,-52.5,66.5,-1186.0,-4.94,2.642,-0.515,-1.144,-0.783,0.2,0.067,0.578,Moderate,8,SE,False
11001007403,74.03,Census Tract 74.03; District of Columbia; District of Columbia,2859.0,2811.0,98.32,2613,2492,95.37,-319.0,-2.95,2859.0,2811.0,98.32,2613,2492,95.37,-319.0,-2.95,74.03,1,74.03,74.03,1065.333,839.0,984.0,2098.0,177.0,1073.333,866.5,976.0,1915.0,175.0,False,27.5,-8.0,-319.0,-2.95,0.477,-0.716,-0.904,-1.01,-2.153,-0.716,0.247,Very Low,8,SE,False
11001007404,74.04,Census Tract 74.04; District of Columbia; District of Columbia,3310.0,3165.0,95.62,3637,3359,92.36,194.0,-3.26,3310.0,3165.0,95.62,3637,3359,92.36,194.0,-3.26,74.04,1,74.04,74.04,1006.667,777.5,934.0,2076.0,167.0,1588.667,1342.5,1432.5,2894.0,141.0,False,565.0,498.5,194.0,-3.26,-0.804,-0.685,0.711,0.532,-0.246,-0.082,0.506,Moderate,8,SE,False
11001007406,74.06,Census Tract 74.06; District of Columbia; District of Columbia,3063.0,2984.0,97.42,3528,3305,93.68,321.0,-3.74,3063.0,2984.0,97.42,3528,3305,93.68,321.0,-3.74,74.06,1,74.06,74.06,847.0,532.5,780.0,1986.0,283.0,1210.0,870.0,1176.0,2532.0,336.0,False,337.5,396.0,321.0,-3.74,-1.122,-0.636,0.028,0.22,-1.51,-0.502,0.325,Low,8,SE,False
11001007407,74.07,Census Tract 74.07; District of Columbia; District of Columbia,2587.0,2499.0,96.6,3491,3151,90.26,652.0,-6.34,2587.0,2499.0,96.6,3491,3151,90.26,652.0,-6.34,74.07,1,74.07,74.07,1093.0,825.0,984.0,2070.0,198.0,1583.0,1210.0,1495.0,2551.0,324.0,False,385.0,511.0,652.0,-6.34,-1.948,-0.373,0.17,0.57,-1.58,-0.526,0.312,Low,8,SE,False
11001007408,74.08,Census Tract 74.08; District of Columbia; District of Columbia,3038.0,2964.0,97.56,2867,2726,95.08,-238.0,-2.48,3038.0,2964.0,97.56,2867,2726,95.08,-238.0,-2.48,74.08,1,74.08,74.08,825.333,688.5,775.5,1967.0,112.0,897.0,547.5,813.5,1938.0,343.0,False,-141.0,38.0,-238.0,-2.48,0.274,-0.764,-1.41,-0.87,-2.769,-0.921,0.182,Very Low,8,SE,False
11001007409,74.09,Census Tract 74.09; District of Columbia; District of Columbia,3499.0,3417.0,97.66,3835,3609,94.11,192.0,-3.55,3499.0,3417.0,97.66,3835,3609,94.11,192.0,-3.55,74.09,1,74.09,74.09,1265.333,999.0,1163.0,2393.0,217.0,1645.0,1128.0,1540.0,2642.0,497.0,False,129.0,377.0,192.0,-3.55,-0.799,-0.655,-0.599,0.162,-1.891,-0.629,0.286,Low,8,SE,False
11001007502,75.02,Census Tract 75.02; District of Columbia; District of Columbia,4541.0,4380.0,96.45,4687,4415,94.2,35.0,-2.25,4541.0,4380.0,96.45,4687,4415,94.2,35.0,-2.25,75.02,1,75.02,75.02,1322.667,1015.0,1222.5,3053.0,277.0,1684.333,1149.5,1505.5,3765.0,403.0,False,134.5,283.0,35.0,-2.25,-0.407,-0.787,-0.582,-0.124,-1.901,-0.632,0.279,Low,8,SE,False
11001007503,75.03,Census Tract 75.03; District of Columbia; District of Columbia,2425.0,2319.0,95.63,2528,2209,87.38,-110.0,-8.25,2425.0,2319.0,95.63,2528,2209,87.38,-110.0,-8.25,75.03,1,75.03,75.03,863.0,591.0,787.5,1712.0,265.0,941.333,703.0,848.0,1795.0,197.0,False,112.0,60.5,-110.0,-8.25,-0.045,-0.179,-0.65,-0.801,-1.675,-0.557,0.292,Low,8,SE,False
11001007504,75.04,Census Tract 75.04; District of Columbia; District of Columbia,2451.0,2370.0,96.7,2730,2453,89.85,83.0,-6.85,2451.0,2370.0,96.7,2730,2453,89.85,83.0,-6.85,75.04,1,75.04,75.04,887.0,774.5,817.5,2029.0,58.0,854.333,596.5,734.0,1895.0,178.0,False,-178.0,-83.5,83.0,-6.85,-0.527,-0.321,-1.521,-1.239,-3.609,-1.2,0.104,Very Low,8,SE,False
11001007601,76.01,Census Tract 76.01; District of Columbia; District of Columbia,4355.0,4109.0,94.35,4693,4094,87.24,-15.0,-7.11,4355.0,4109.0,94.35,4693,4094,87.24,-15.0,-7.11,76.01,1,76.01,76.01,1502.333,1121.0,1387.5,3316.0,371.0,2256.333,1885.0,2078.5,4188.0,284.0,False,764.0,691.0,-15.0,-7.11,-0.282,-0.295,1.309,1.118,1.85,0.615,0.786,High,8,SE,False
11001007603,76.03,Census Tract 76.03; District of Columbia; District of Columbia,4044.0,3645.0,90.13,4185,3638,86.93,-7.0,-3.2,4044.0,3645.0,90.13,4185,3638,86.93,-7.0,-3.2,76.03,1,76.03,76.03,2103.0,1678.0,1944.5,3573.0,338.0,1708.667,1546.5,1631.0,3169.0,51.0,False,-131.5,-313.5,-7.0,-3.2,-0.302,-0.691,-1.381,-1.939,-4.314,-1.435,0.032,Very Low,7,SE,False
11001007604,76.04,Census Tract 76.04; District of Columbia; District of Columbia,3644.0,3411.0,93.61,3803,3278,86.2,-133.0,-7.41,3644.0,3411.0,93.61,3803,3278,86.2,-133.0,-7.41,76.04,1,76.04,76.04,1455.333,1171.5,1329.0,3014.0,214.0,1874.333,1519.0,1725.0,3539.0,267.0,False,347.5,396.0,-133.0,-7.41,0.012,-0.264,0.058,0.22,0.026,0.009,0.552,Moderate,7,SE,False
11001007605,76.05,Census Tract 76.05; District of Columbia; District of Columbia,3447.0,3292.0,95.5,3663,3360,91.73,68.0,-3.77,3447.0,3292.0,95.5,3663,3360,91.73,68.0,-3.77,76.05,1,76.05,76.05,1527.333,1228.5,1379.0,3032.0,241.0,1643.0,1305.0,1492.5,3562.0,289.0,False,76.5,113.5,68.0,-3.77,-0.49,-0.633,-0.757,-0.64,-2.519,-0.838,0.208,Very Low,8,SE,False
11001007703,77.03,Census Tract 77.03; District of Columbia; District of Columbia,5187.0,4924.0,94.93,5227,4703,89.98,-221.0,-4.95,5187.0,4924.0,94.93,5227,4703,89.98,-221.0,-4.95,77.03,1,77.03,77.03,2240.667,1574.0,2061.0,3768.0,594.0,2836.667,2143.5,2496.0,5627.0,466.0,False,569.5,435.0,-221.0,-4.95,0.232,-0.514,0.725,0.339,0.782,0.26,0.682,Moderate,7,SE,False
11001007707,77.07,Census Tract 77.07; District of Columbia; District of Columbia,3867.0,3740.0,96.72,3927,3616,92.08,-124.0,-4.64,3867.0,3740.0,96.72,3927,3616,92.08,-124.0,-4.64,77.07,1,77.07,77.07,1428.333,1135.0,1299.5,2795.0,231.0,1219.667,991.5,1103.5,2997.0,186.0,False,-143.5,-196.0,-124.0,-4.64,-0.01,-0.545,-1.417,-1.582,-3.555,-1.182,0.11,Very Low,7,SE,False
11001007708,77.08,Census Tract 77.08; District of Columbia; District of Columbia,2486.0,2416.0,97.18,2574,2422,94.09,6.0,-3.09,2486.0,2416.0,97.18,2574,2422,94.09,6.0,-3.09,77.08,1,77.08,77.08,1021.0,737.5,926.0,2032.0,236.0,893.333,703.0,804.0,2242.0,139.0,False,-34.5,-122.0,6.0,-3.09,-0.335,-0.702,-1.09,-1.357,-3.484,-1.159,0.117,Very Low,7,SE,False
11001007709,77.09,Census Tract 77.09; District of Columbia; District of Columbia,2007.0,1896.0,94.47,2072,1874,90.44,-22.0,-4.03,2007.0,1896.0,94.47,2072,1874,90.44,-22.0,-4.03,77.09,1,77.09,77.09,678.0,508.5,619.5,1332.0,142.0,737.667,579.5,662.0,1675.0,109.0,False,71.0,42.5,-22.0,-4.03,-0.265,-0.607,-0.773,-0.856,-2.501,-0.832,0.221,Very Low,7,SE,False
11001007803,78.03,Census Tract 78.03; District of Columbia; District of Columbia,3293.0,3126.0,94.93,4590,4003,87.21,877.0,-7.72,3293.0,3126.0,94.93,4590,4003,87.21,877.0,-7.72,78.03,1,78.03,78.03,1155.333,714.5,1036.0,2319.0,420.0,1596.0,1195.5,1461.0,3516.0,338.0,False,481.0,425.0,877.0,-7.72,-2.51,-0.233,0.459,0.308,-1.976,-0.657,0.26,Low,7,NE,False
11001007804,78.04,Census Tract 78.04; District of Columbia; District of Columbia,3446.0,3289.0,95.44,3499,3200,91.45,-89.0,-3.99,3446.0,3289.0,95.44,3499,3200,91.45,-89.0,-3.99,78.04,1,78.04,78.04,940.333,673.0,856.0,2203.0,243.0,1479.667,1260.5,1389.0,3002.0,189.0,False,587.5,533.0,-89.0,-3.99,-0.098,-0.611,0.779,0.637,0.707,0.235,0.669,Moderate,7,NE,False
11001007806,78.06,Census Tract 78.06; District of Columbia; District of Columbia,2347.0,2247.0,95.74,3457,3064,88.63,817.0,-7.11,2347.0,2247.0,95.74,3457,3064,88.63,817.0,-7.11,78.06,1,78.06,78.06,860.333,612.5,772.5,1628.0,218.0,909.667,701.5,832.0,2290.0,174.0,False,89.0,59.5,817.0,-7.11,-2.36,-0.295,-0.719,-0.804,-4.178,-1.39,0.039,Very Low,7,NE,False
11001007807,78.07,Census Tract 78.07; District of Columbia; District of Columbia,2139.0,2053.0,95.98,2114,1909,90.3,-144.0,-5.68,2139.0,2053.0,95.98,2114,1909,90.3,-144.0,-5.68,78.07,1,78.07,78.07,795.0,582.0,734.5,1588.0,191.0,1088.0,591.5,959.5,2000.0,576.0,False,9.5,225.0,-144.0,-5.68,0.04,-0.44,-0.958,-0.3,-1.658,-0.551,0.305,Low,7,NE,False
11001007808,78.08,Census Tract 78.08; District of Columbia; District of Columbia,3646.0,3489.0,95.69,3792,3450,90.98,-39.0,-4.71,3646.0,3489.0,95.69,3792,3450,90.98,-39.0,-4.71,78.08,1,78.08,78.08,1165.0,719.0,1077.5,2429.0,414.0,1616.0,1288.5,1506.0,3306.0,282.0,False,569.5,428.5,-39.0,-4.71,-0.223,-0.538,0.725,0.319,0.283,0.094,0.591,Moderate,7,NE,False
11001007809,78.09,Census Tract 78.09; District of Columbia; District of Columbia,2922.0,2768.0,94.73,3155,2760,87.48,-8.0,-7.25,2922.0,2768.0,94.73,3155,2760,87.48,-8.0,-7.25,78.09,1,78.09,78.09,925.667,645.0,855.0,2004.0,245.0,1425.667,979.5,1273.0,2433.0,436.0,False,334.5,418.0,-8.0,-7.25,-0.3,-0.28,0.019,0.287,-0.275,-0.091,0.5,Moderate,7,NE,False
11001007901,79.01,Census Tract 79.01; District of Columbia; District of Columbia,3822.0,3252.0,85.09,4148,2603,62.75,-649.0,-22.34,3822.0,3252.0,85.09,4148,2603,62.75,-649.0,-22.34,79.01,1,79.01,79.01,1488.333,1134.0,1352.5,2855.0,281.0,2088.0,1556.5,1919.5,3779.0,413.0,False,422.5,567.0,-649.0,-22.34,1.301,1.249,0.283,0.741,3.573,1.188,0.89,High,7,NE,False
11001007903,79.03,Census Tract 79.03; District of Columbia; District of Columbia,1774.0,1536.0,86.58,1865,1111,59.57,-425.0,-27.01,1774.0,1536.0,86.58,1865,1111,59.57,-425.0,-27.01,79.03,1,79.03,79.03,597.333,456.0,540.5,1316.0,84.0,898.333,762.5,816.0,1652.0,88.0,False,306.5,275.5,-425.0,-27.01,0.741,1.722,-0.066,-0.147,2.251,0.749,0.818,High,7,NE,False
11001008001,80.01,Census Tract 80.01; District of Columbia; District of Columbia,2784.0,1247.0,44.79,3103,808,26.04,-439.0,-18.75,2784.0,1247.0,44.79,3103,808,26.04,-439.0,-18.75,80.01,1,80.01,80.01,1443.0,1289.5,1299.5,2241.0,20.0,1731.0,1457.5,1522.5,2571.0,94.0,False,168.0,223.0,-439.0,-18.75,0.776,0.885,-0.482,-0.306,0.873,0.29,0.695,Moderate,6,NE,False
11001008002,80.02,Census Tract 80.02; District of Columbia; District of Columbia,3031.0,1158.0,38.21,3366,688,20.44,-470.0,-17.77,3031.0,1158.0,38.21,3366,688,20.44,-470.0,-17.77,80.02,1,80.02,80.02,1860.0,1524.5,1681.5,3002.0,176.0,1787.667,1575.5,1628.5,2651.0,51.0,False,51.0,-53.0,-470.0,-17.77,0.854,0.786,-0.833,-1.147,-0.34,-0.113,0.487,Low,7,NE,False
11001008100,81.0,Census Tract 81; District of Columbia; District of Columbia,2910.0,422.0,14.5,3153,245,7.77,-177.0,-6.73,2910.0,422.0,14.5,3153,245,7.77,-177.0,-6.73,81.0,1,81.0,81.0,2144.0,1900.0,1936.5,2952.0,61.0,2026.0,1812.0,1846.0,2932.0,30.0,False,-88.0,-90.5,-177.0,-6.73,0.122,-0.333,-1.251,-1.261,-2.722,-0.905,0.188,Very Low,6,NE,False
11001008200,82.0,Census Tract 82; District of Columbia; District of Columbia,2918.0,156.0,5.35,2695,184,6.83,28.0,1.48,2918.0,156.0,5.35,2695,184,6.83,28.0,1.48,82.0,1,82.0,82.0,1872.667,1678.0,1719.5,2509.0,52.0,1973.0,1739.5,1843.0,2778.0,94.0,False,61.5,123.5,28.0,1.48,-0.39,-1.165,-0.802,-0.609,-2.966,-0.986,0.175,Very Low,6,NE,False
11001008301,83.01,Census Tract 83.01; District of Columbia; District of Columbia,2279.0,383.0,16.81,3220,380,11.8,-3.0,-5.01,2279.0,383.0,16.81,3220,380,11.8,-3.0,-5.01,83.01,1,83.01,83.01,1345.0,1149.5,1189.5,2045.0,53.0,1570.0,1344.0,1364.5,2404.0,26.0,False,194.5,175.0,-3.0,-5.01,-0.312,-0.507,-0.402,-0.453,-1.674,-0.557,0.299,Low,6,NE,False
11001008302,83.02,Census Tract 83.02; District of Columbia; District of Columbia,2206.0,490.0,22.21,3026,443,14.64,-47.0,-7.57,2206.0,490.0,22.21,3026,443,14.64,-47.0,-7.57,83.02,1,83.02,83.02,1166.333,1037.5,1085.0,1717.0,16.0,1582.333,1401.5,1411.5,2347.0,6.0,False,364.0,326.5,-47.0,-7.57,-0.203,-0.248,0.107,0.009,-0.335,-0.111,0.494,Low,6,NE,False
11001008402,84.02,Census Tract 84.02; District of Columbia; District of Columbia,2149.0,846.0,39.37,2447,711,29.06,-135.0,-10.31,2149.0,846.0,39.37,2447,711,29.06,-135.0,-10.31,84.02,1,84.02,84.02,1372.0,990.0,1257.0,2343.0,342.0,1417.333,1255.5,1285.5,2129.0,48.0,False,265.5,28.5,-135.0,-10.31,0.017,0.03,-0.189,-0.898,-1.04,-0.346,0.37,Low,6,NE,False
11001008410,84.1,Census Tract 84.10; District of Columbia; District of Columbia,1489.0,958.0,64.34,1843,637,34.56,-321.0,-29.78,1489.0,958.0,64.34,1843,637,34.56,-321.0,-29.78,84.1,1,84.1,84.1,837.667,640.0,727.0,1405.0,130.0,1136.667,976.0,1027.0,1471.0,63.0,False,336.0,300.0,-321.0,-29.78,0.482,2.003,0.023,-0.072,2.436,0.81,0.838,High,6,NE,False
11001008701,87.01,Census Tract 87.01; District of Columbia; District of Columbia,2407.0,1888.0,78.44,2814,1323,47.01,-565.0,-31.43,2407.0,1888.0,78.44,2814,1323,47.01,-565.0,-31.43,87.01,1,87.01,87.01,1007.667,785.5,904.5,1715.0,171.0,1675.333,1435.5,1493.5,2471.0,88.0,False,650.0,589.0,-565.0,-31.43,1.091,2.17,0.966,0.808,5.035,1.675,0.942,Very High,5,NE,False
11001008702,87.02,Census Tract 87.02; District of Columbia; District of Columbia,1599.0,1280.0,80.05,3574,1565,43.79,285.0,-36.26,1599.0,1280.0,80.05,3574,1565,43.79,285.0,-36.26,87.02,1,87.02,87.02,743.333,540.0,658.5,1521.0,176.0,2261.0,2000.0,2085.5,3096.0,98.0,False,1460.0,1427.0,285.0,-36.26,-1.032,2.66,3.4,3.358,8.386,2.789,0.981,Very High,5,NE,False
11001008802,88.02,Census Tract 88.02; District of Columbia; District of Columbia,4119.0,3607.0,87.57,4360,2404,55.14,-1203.0,-32.43,4119.0,3607.0,87.57,4360,2404,55.14,-1203.0,-32.43,88.02,1,88.02,88.02,1870.333,1310.5,1687.5,3575.0,445.0,2326.0,1936.5,2070.0,3822.0,221.0,False,626.0,382.5,-1203.0,-32.43,2.684,2.272,0.894,0.179,6.029,2.005,0.961,Very High,5,NE,False
11001008803,88.03,Census Tract 88.03; District of Columbia; District of Columbia,2037.0,1143.0,56.11,4036,1970,48.81,827.0,-7.3,2037.0,1143.0,56.11,4036,1970,48.81,827.0,-7.3,88.03,1,88.03,88.03,669.667,533.5,603.5,1328.0,86.0,1367.667,1049.0,1214.0,2908.0,231.0,False,515.5,610.5,827.0,-7.3,-2.385,-0.275,0.562,0.873,-1.225,-0.407,0.357,Low,5,NE,False
11001008804,88.04,Census Tract 88.04; District of Columbia; District of Columbia,2412.0,2183.0,90.51,2417,1626,67.27,-557.0,-23.24,2412.0,2183.0,90.51,2417,1626,67.27,-557.0,-23.24,88.04,1,88.04,88.04,1122.333,853.5,1015.5,2257.0,225.0,1302.0,1113.0,1184.5,2404.0,101.0,False,259.5,169.0,-557.0,-23.24,1.071,1.34,-0.207,-0.471,1.734,0.577,0.773,High,5,NE,False
11001008903,89.03,Census Tract 89.03; District of Columbia; District of Columbia,2633.0,2493.0,94.68,3062,2255,73.64,-238.0,-21.04,2633.0,2493.0,94.68,3062,2255,73.64,-238.0,-21.04,89.03,1,89.03,89.03,1053.333,793.5,951.0,1732.0,251.0,1518.667,1133.5,1340.5,2456.0,344.0,False,340.0,389.5,-238.0,-21.04,0.274,1.117,0.035,0.2,1.627,0.541,0.76,High,5,NE,False
11001008904,89.04,Census Tract 89.04; District of Columbia; District of Columbia,3309.0,3170.0,95.8,3137,2549,81.26,-621.0,-14.54,3309.0,3170.0,95.8,3137,2549,81.26,-621.0,-14.54,89.04,1,89.04,89.04,1523.333,1055.0,1364.0,2766.0,425.0,2163.0,1764.5,1915.0,3524.0,212.0,False,709.5,551.0,-621.0,-14.54,1.231,0.458,1.145,0.692,3.526,1.173,0.883,High,5,NE,False
